default	153	61425035.00	4.563
slo0.05	150	61914824.50	1.437
slo0.10	149	61617954.00	0.532
slo0.15	149	61123482.00	0.406
slo0.20	148	60772294.50	0.406
slo0.25	145	60924944.00	0.344
slo0.30	144	56282713.50	0.344
slo0.40	141	49973513.00	0.328
slo0.50	137	50948409.50	0.329
slo0.75	133	48876871.50	0.375
slo1.00	129	47486169.00	0.359
