default	696	-9650632.50	3.766
mhb4	858	-34259043.00	0.500
mhb6	795	-63283987.50	0.484
mhb8	750	-28325379.00	0.391
mhb10	735	-45187998.00	0.406
mhb12	720	-44923905.00	0.375
mhb15	705	-4585104.00	0.391
mhb20	702	-9361254.00	0.359
mhb25	699	-13311411.00	0.453
mhb30	696	-7197939.00	0.438
mhb40	696	-9650632.50	0.390
mhb48	696	-9650632.50	0.344
mhb56	696	-9650632.50	0.359
mhb64	696	-9650632.50	0.313
mhb80	696	-9650632.50	0.328
mhb96	696	-9650632.50	0.359
mhb128	696	-9650632.50	0.344
