default	624	40246087.50	3.750
floork1.75	678	16050673.50	0.500
floork1.50	708	-15721962.00	0.469
floork1.25	783	-53549070.00	0.406
floork1.00	876	-149268735.00	0.391
floork0.75	936	-105274774.50	0.375
floork0.50	999	-90780564.00	0.375
floork0.25	1020	-78185575.50	0.406
floork0.00	1074	-72752002.50	0.344
