control	624	40246087.50	6.937
k2-baseline	420	67981471.50	0.719
k2-adx25	330	136718698.50	0.578
k2-vr095	426	80317986.00	0.453
k2-vr105	417	58221268.50	0.390
k2-er050	411	75092316.00	0.344
k2-chop38	168	40928796.00	0.250
k3-baseline	144	37827108.00	0.235
k3-adx25	87	33360003.00	0.250
k3-vr095	180	9577585.50	0.250
k3-vr105	129	49708483.50	0.375
k3-er050	114	40439943.00	0.266
k3-chop38	42	25653544.50	0.234
