strategy,t_in,ficha,reason,net_067lot_clp
S6-K2P0,2026-05-06T17:00:00,F2,EXIT_INITSL,-358276.81
S6-K2P0,2026-05-06T17:00:00,F3,EXIT_INITSL,-358276.81
S6-K2P0,2026-05-06T21:15:00,F1,EXIT_INITSL,-458042.15
S6-K2P0,2026-05-06T21:15:00,F2,EXIT_INITSL,-458042.15
S6-K2P0,2026-05-06T21:15:00,F3,EXIT_INITSL,-458042.15
S6-K2P0,2026-05-07T01:45:00,F1,EXIT_INITSL,1843462.79
S6-K2P0,2026-05-07T01:45:00,F2,EXIT_INITSL,1843462.79
S6-K2P0,2026-05-07T01:45:00,F3,EXIT_INITSL,1843462.79
S6-K2P0,2026-05-07T21:15:00,F1,EXIT_INITSL,-207060.15
S6-K2P0,2026-05-07T21:15:00,F2,EXIT_INITSL,-207060.15
S6-K2P0,2026-05-07T21:15:00,F3,EXIT_INITSL,-207060.15
S6-K2P0,2026-05-10T21:00:00,F1,EXIT_INITSL,-786201.11
S6-K2P0,2026-05-10T21:00:00,F2,EXIT_INITSL,-786201.11
S6-K2P0,2026-05-10T21:00:00,F3,EXIT_INITSL,-786201.11
S6-K2P0,2026-05-10T22:00:00,F1,EXIT_INITSL,1051614.58
S6-K2P0,2026-05-10T22:00:00,F2,EXIT_INITSL,1051614.58
S6-K2P0,2026-05-10T22:00:00,F3,EXIT_INITSL,1051614.58
S6-K2P0,2026-05-11T21:30:00,F1,EXIT_INITSL,1916875.03
S6-K2P0,2026-05-11T21:30:00,F2,EXIT_INITSL,1916875.03
S6-K2P0,2026-05-11T21:30:00,F3,EXIT_INITSL,1916875.03
S6-K2P0,2026-05-13T01:45:00,F1,EXIT_INITSL,-907299.93
S6-K2P0,2026-05-13T01:45:00,F2,EXIT_INITSL,-907299.93
S6-K2P0,2026-05-13T01:45:00,F3,EXIT_INITSL,-907299.93
S6-K2P0,2026-05-13T21:00:00,F1,EXIT_TRAIL,-1035928.21
S6-K2P0,2026-05-13T21:00:00,F2,EXIT_TRAIL,-1035928.21
S6-K2P0,2026-05-13T21:00:00,F3,EXIT_TRAIL,-1035928.21
S6-K2P0,2026-05-13T21:45:00,F1,EXIT_INITSL,-675141.58
S6-K2P0,2026-05-13T21:45:00,F2,EXIT_INITSL,-675141.58
S6-K2P0,2026-05-13T21:45:00,F3,EXIT_INITSL,-675141.58
S6-K2P0,2026-05-13T23:00:00,F1,EXIT_INITSL,-56470.95
S6-K2P0,2026-05-13T23:00:00,F2,EXIT_INITSL,-56470.95
S6-K2P0,2026-05-13T23:00:00,F3,EXIT_INITSL,-56470.95
S6-K2P0,2026-05-14T00:30:00,F1,EXIT_INITSL,-586042.97
S6-K2P0,2026-05-14T00:30:00,F2,EXIT_INITSL,-586042.97
S6-K2P0,2026-05-14T00:30:00,F3,EXIT_INITSL,-586042.97
S6-K2P0,2026-05-14T02:45:00,F1,EXIT_INITSL,-20706.01
S6-K2P0,2026-05-14T02:45:00,F2,EXIT_INITSL,-20706.01
S6-K2P0,2026-05-14T02:45:00,F3,EXIT_INITSL,-20706.01
S6-K2P0,2026-05-14T19:45:00,F1,EXIT_INITSL,4780579.64
S6-K2P0,2026-05-14T19:45:00,F2,EXIT_INITSL,4780579.64
S6-K2P0,2026-05-14T19:45:00,F3,EXIT_INITSL,4780579.64
S6-K2P0,2026-05-17T19:15:00,F1,EXIT_INITSL,2140249.0
S6-K2P0,2026-05-17T19:15:00,F2,EXIT_INITSL,2140249.0
S6-K2P0,2026-05-17T19:15:00,F3,EXIT_INITSL,2140249.0
S6-K2P0,2026-05-17T21:15:00,F1,EXIT_INITSL,-1817737.14
S6-K2P0,2026-05-17T21:15:00,F2,EXIT_INITSL,-1817737.14
S6-K2P0,2026-05-17T21:15:00,F3,EXIT_INITSL,-1817737.14
S6-K2P0,2026-05-18T02:00:00,F1,EXIT_INITSL,-1550441.31
S6-K2P0,2026-05-18T02:00:00,F2,EXIT_INITSL,-1550441.31
S6-K2P0,2026-05-18T02:00:00,F3,EXIT_INITSL,-1550441.31
S6-K2P0,2026-05-18T21:45:00,F1,EXIT_INITSL,-1246125.63
S6-K2P0,2026-05-18T21:45:00,F2,EXIT_INITSL,-1246125.63
S6-K2P0,2026-05-18T21:45:00,F3,EXIT_INITSL,-1246125.63
S6-K2P0,2026-05-19T21:30:00,F1,EXIT_INITSL,-297413.67
S6-K2P0,2026-05-19T21:30:00,F2,EXIT_INITSL,-297413.67
S6-K2P0,2026-05-19T21:30:00,F3,EXIT_INITSL,-297413.67
S6-K2P0,2026-05-19T22:15:00,F1,EXIT_INITSL,415375.21
S6-K2P0,2026-05-19T22:15:00,F2,EXIT_INITSL,415375.21
S6-K2P0,2026-05-19T22:15:00,F3,EXIT_INITSL,415375.21
S6-K2P0,2026-05-20T18:45:00,F1,EXIT_INITSL,670749.4
S6-K2P0,2026-05-20T18:45:00,F2,EXIT_INITSL,670749.4
S6-K2P0,2026-05-20T18:45:00,F3,EXIT_INITSL,670749.4
S6-K2P0,2026-05-20T22:30:00,F1,EXIT_INITSL,336315.88
S6-K2P0,2026-05-20T22:30:00,F2,EXIT_INITSL,336315.88
S6-K2P0,2026-05-20T22:30:00,F3,EXIT_INITSL,336315.88
S6-K2P0,2026-05-21T20:45:00,F1,EXIT_INITSL,-869652.63
S6-K2P0,2026-05-21T20:45:00,F2,EXIT_INITSL,-869652.63
S6-K2P0,2026-05-21T20:45:00,F3,EXIT_INITSL,-869652.63
S6-K2P0,2026-05-21T22:30:00,F1,EXIT_INITSL,-416002.67
S6-K2P0,2026-05-21T22:30:00,F2,EXIT_INITSL,-416002.67
S6-K2P0,2026-05-21T22:30:00,F3,EXIT_INITSL,-416002.67
S6-K2P0,2026-05-22T01:00:00,F1,EXIT_INITSL,260393.82
S6-K2P0,2026-05-22T01:00:00,F2,EXIT_INITSL,260393.82
S6-K2P0,2026-05-22T01:00:00,F3,EXIT_INITSL,260393.82
S6-K2P0,2026-05-25T00:30:00,F1,EXIT_INITSL,-842044.61
S6-K2P0,2026-05-25T00:30:00,F2,EXIT_INITSL,-842044.61
S6-K2P0,2026-05-25T00:30:00,F3,EXIT_INITSL,-842044.61
S6-K2P0,2026-05-25T18:45:00,F1,EXIT_INITSL,-308080.4
S6-K2P0,2026-05-25T18:45:00,F2,EXIT_INITSL,-308080.4
S6-K2P0,2026-05-25T18:45:00,F3,EXIT_INITSL,-308080.4
S6-K2P0,2026-05-26T00:30:00,F1,EXIT_INITSL,-199530.69
S6-K2P0,2026-05-26T00:30:00,F2,EXIT_INITSL,-199530.69
S6-K2P0,2026-05-26T00:30:00,F3,EXIT_INITSL,-199530.69
S6-K2P0,2026-05-26T03:00:00,F1,EXIT_INITSL,-267923.28
S6-K2P0,2026-05-26T03:00:00,F2,EXIT_INITSL,-267923.28
S6-K2P0,2026-05-26T03:00:00,F3,EXIT_INITSL,-267923.28
S6-K2P0,2026-05-26T19:00:00,F1,EXIT_INITSL,-47686.58
S6-K2P0,2026-05-26T19:00:00,F2,EXIT_INITSL,-47686.58
S6-K2P0,2026-05-26T19:00:00,F3,EXIT_INITSL,-47686.58
S6-K2P0,2026-05-26T21:45:00,F1,EXIT_INITSL,-46431.67
S6-K2P0,2026-05-26T21:45:00,F2,EXIT_INITSL,-46431.67
S6-K2P0,2026-05-26T21:45:00,F3,EXIT_INITSL,-46431.67
S6-K2P0,2026-05-27T01:45:00,F1,EXIT_INITSL,70274.96
S6-K2P0,2026-05-27T01:45:00,F2,EXIT_INITSL,70274.96
S6-K2P0,2026-05-27T01:45:00,F3,EXIT_INITSL,70274.96
S6-K2P0,2026-05-27T20:45:00,F1,EXIT_INITSL,-560944.77
S6-K2P0,2026-05-27T20:45:00,F2,EXIT_INITSL,-560944.77
S6-K2P0,2026-05-27T20:45:00,F3,EXIT_INITSL,-560944.77
S6-K2P0,2026-05-27T21:15:00,F1,EXIT_INITSL,3186843.94
S6-K2P0,2026-05-27T21:15:00,F2,EXIT_INITSL,3186843.94
S6-K2P0,2026-05-27T21:15:00,F3,EXIT_INITSL,3186843.94
S6-K2P0,2026-05-28T20:00:00,F1,EXIT_INITSL,555925.13
S6-K2P0,2026-05-28T20:00:00,F2,EXIT_INITSL,555925.13
S6-K2P0,2026-05-28T20:00:00,F3,EXIT_INITSL,555925.13
S6-K2P0,2026-05-28T21:45:00,F1,EXIT_INITSL,-703377.06
S6-K2P0,2026-05-28T21:45:00,F2,EXIT_INITSL,-703377.06
S6-K2P0,2026-05-28T21:45:00,F3,EXIT_INITSL,-703377.06
S6-K2P0,2026-05-29T00:00:00,F1,EXIT_INITSL,556552.58
S6-K2P0,2026-05-29T00:00:00,F2,EXIT_INITSL,556552.58
S6-K2P0,2026-05-29T00:00:00,F3,EXIT_INITSL,556552.58
S6-K2P0,2026-05-31T19:00:00,F1,EXIT_INITSL,747298.9
S6-K2P0,2026-05-31T19:00:00,F2,EXIT_INITSL,747298.9
S6-K2P0,2026-05-31T19:00:00,F3,EXIT_INITSL,747298.9
S6-K2P0,2026-06-01T02:45:00,F1,EXIT_INITSL,-84078.97
S6-K2P0,2026-06-01T02:45:00,F2,EXIT_INITSL,-84078.97
S6-K2P0,2026-06-01T02:45:00,F3,EXIT_INITSL,-84078.97
S6-K2P0,2026-06-01T18:15:00,F1,EXIT_INITSL,-499454.18
S6-K2P0,2026-06-01T18:15:00,F2,EXIT_INITSL,-499454.18
S6-K2P0,2026-06-01T18:15:00,F3,EXIT_INITSL,-499454.18
S6-K2P0,2026-06-01T20:30:00,F1,EXIT_INITSL,-706514.33
S6-K2P0,2026-06-01T20:30:00,F2,EXIT_INITSL,-706514.33
S6-K2P0,2026-06-01T20:30:00,F3,EXIT_INITSL,-706514.33
S6-K2P0,2026-06-01T21:15:00,F1,EXIT_INITSL,-921103.94
S6-K2P0,2026-06-01T21:15:00,F2,EXIT_INITSL,-921103.94
S6-K2P0,2026-06-01T21:15:00,F3,EXIT_INITSL,-921103.94
S6-K2P0,2026-06-01T23:30:00,F1,EXIT_INITSL,1941973.22
S6-K2P0,2026-06-01T23:30:00,F2,EXIT_INITSL,1941973.22
S6-K2P0,2026-06-01T23:30:00,F3,EXIT_INITSL,1941973.22
S6-K2P0,2026-06-02T20:45:00,F1,EXIT_INITSL,-1023379.1
S6-K2P0,2026-06-02T20:45:00,F2,EXIT_INITSL,-1023379.1
S6-K2P0,2026-06-02T20:45:00,F3,EXIT_INITSL,-1023379.1
S6-K2P0,2026-06-02T21:15:00,F1,EXIT_INITSL,-587297.88
S6-K2P0,2026-06-02T21:15:00,F2,EXIT_INITSL,-587297.88
S6-K2P0,2026-06-02T21:15:00,F3,EXIT_INITSL,-587297.88
S6-K2P0,2026-06-03T19:00:00,F1,EXIT_INITSL,-21960.93
S6-K2P0,2026-06-03T19:00:00,F2,EXIT_INITSL,-21960.93
S6-K2P0,2026-06-03T19:00:00,F3,EXIT_INITSL,-21960.93
S6-K2P0,2026-06-03T22:00:00,F1,EXIT_INITSL,-501336.54
S6-K2P0,2026-06-03T22:00:00,F2,EXIT_INITSL,-501336.54
S6-K2P0,2026-06-03T22:00:00,F3,EXIT_INITSL,-501336.54
S6-K2P0,2026-06-04T21:00:00,F1,EXIT_INITSL,846436.79
S6-K2P0,2026-06-04T21:00:00,F2,EXIT_INITSL,846436.79
S6-K2P0,2026-06-04T21:00:00,F3,EXIT_INITSL,846436.79
S6-K2P0,2026-06-07T19:15:00,F1,EXIT_INITSL,32627.66
S6-K2P0,2026-06-07T19:15:00,F2,EXIT_INITSL,32627.66
S6-K2P0,2026-06-07T19:15:00,F3,EXIT_INITSL,32627.66
S6-K2P0,2026-06-07T21:15:00,F1,EXIT_TRAIL,18823.65
S6-K2P0,2026-06-07T21:15:00,F2,EXIT_TRAIL,18823.65
S6-K2P0,2026-06-07T21:15:00,F3,EXIT_TRAIL,18823.65
S6-K2P0,2026-06-08T01:15:00,F1,EXIT_INITSL,651298.29
S6-K2P0,2026-06-08T01:15:00,F2,EXIT_INITSL,651298.29
S6-K2P0,2026-06-08T01:15:00,F3,EXIT_INITSL,651298.29
S6-K2P0,2026-06-08T20:30:00,F1,EXIT_INITSL,-726592.89
S6-K2P0,2026-06-08T20:30:00,F2,EXIT_INITSL,-726592.89
S6-K2P0,2026-06-08T20:30:00,F3,EXIT_INITSL,-726592.89
S6-K2P0,2026-06-08T23:45:00,F1,EXIT_INITSL,-654435.57
S6-K2P0,2026-06-08T23:45:00,F2,EXIT_INITSL,-654435.57
S6-K2P0,2026-06-08T23:45:00,F3,EXIT_INITSL,-654435.57
S6-K2P0,2026-06-09T01:30:00,F1,EXIT_INITSL,188863.96
S6-K2P0,2026-06-09T01:30:00,F2,EXIT_INITSL,188863.96
S6-K2P0,2026-06-09T01:30:00,F3,EXIT_INITSL,188863.96
S6-K2P0,2026-06-10T01:45:00,F1,EXIT_INITSL,94118.25
S6-K2P0,2026-06-10T01:45:00,F2,EXIT_INITSL,94118.25
S6-K2P0,2026-06-10T01:45:00,F3,EXIT_INITSL,94118.25
S6-K2P0,2026-06-10T19:00:00,F1,EXIT_INITSL,-534591.66
S6-K2P0,2026-06-10T19:00:00,F2,EXIT_INITSL,-534591.66
S6-K2P0,2026-06-10T19:00:00,F3,EXIT_INITSL,-534591.66
S6-K2P0,2026-06-10T21:15:00,F1,EXIT_INITSL,-279844.93
S6-K2P0,2026-06-10T21:15:00,F2,EXIT_INITSL,-279844.93
S6-K2P0,2026-06-10T21:15:00,F3,EXIT_INITSL,-279844.93
S6-K2P0,2026-06-11T00:15:00,F1,EXIT_INITSL,-388394.65
S6-K2P0,2026-06-11T00:15:00,F2,EXIT_INITSL,-388394.65
S6-K2P0,2026-06-11T00:15:00,F3,EXIT_INITSL,-388394.65
S6-K2P0,2026-06-11T02:45:00,F1,EXIT_INITSL,-320002.05
S6-K2P0,2026-06-11T02:45:00,F2,EXIT_INITSL,-320002.05
S6-K2P0,2026-06-11T02:45:00,F3,EXIT_INITSL,-320002.05
S6-K2P0,2026-06-11T21:15:00,F1,EXIT_INITSL,-785573.66
S6-K2P0,2026-06-11T21:15:00,F2,EXIT_INITSL,-785573.66
S6-K2P0,2026-06-11T21:15:00,F3,EXIT_INITSL,-785573.66
S6-K2P0,2026-06-12T00:30:00,F1,EXIT_INITSL,99765.34
S6-K2P0,2026-06-12T00:30:00,F2,EXIT_INITSL,99765.34
S6-K2P0,2026-06-12T00:30:00,F3,EXIT_INITSL,99765.34
S6-K2P0,2026-06-15T00:30:00,F1,EXIT_INITSL,-722200.71
S6-K2P0,2026-06-15T00:30:00,F2,EXIT_INITSL,-722200.71
S6-K2P0,2026-06-15T00:30:00,F3,EXIT_INITSL,-722200.71
S6-K2P0,2026-06-15T20:30:00,F1,EXIT_INITSL,-750436.18
S6-K2P0,2026-06-15T20:30:00,F2,EXIT_INITSL,-750436.18
S6-K2P0,2026-06-15T20:30:00,F3,EXIT_INITSL,-750436.18
S6-K2P0,2026-06-15T23:30:00,F1,EXIT_INITSL,-67137.69
S6-K2P0,2026-06-15T23:30:00,F2,EXIT_INITSL,-67137.69
S6-K2P0,2026-06-15T23:30:00,F3,EXIT_INITSL,-67137.69
S6-K2P0,2026-06-16T03:00:00,F1,EXIT_INITSL,796240.39
S6-K2P0,2026-06-16T03:00:00,F2,EXIT_INITSL,796240.39
S6-K2P0,2026-06-16T03:00:00,F3,EXIT_INITSL,796240.39
S6-K2P0,2026-06-16T19:00:00,F1,EXIT_INITSL,-466199.06
S6-K2P0,2026-06-16T19:00:00,F2,EXIT_INITSL,-466199.06
S6-K2P0,2026-06-16T19:00:00,F3,EXIT_INITSL,-466199.06
S6-K2P0,2026-06-16T21:15:00,F1,EXIT_INITSL,-786201.11
S6-K2P0,2026-06-16T21:15:00,F2,EXIT_INITSL,-786201.11
S6-K2P0,2026-06-16T21:15:00,F3,EXIT_INITSL,-786201.11
S6-K2P0,2026-06-17T00:30:00,F1,EXIT_INITSL,-303688.22
S6-K2P0,2026-06-17T00:30:00,F2,EXIT_INITSL,-303688.22
S6-K2P0,2026-06-17T00:30:00,F3,EXIT_INITSL,-303688.22
S6-K2P0,2026-06-18T00:45:00,F1,EXIT_INITSL,3250844.36
S6-K2P0,2026-06-18T00:45:00,F2,EXIT_INITSL,3250844.36
S6-K2P0,2026-06-18T00:45:00,F3,EXIT_INITSL,3250844.36
S6-K2P0,2026-06-18T18:15:00,F1,EXIT_INITSL,4300576.57
S6-K2P0,2026-06-18T18:15:00,F2,EXIT_INITSL,4300576.57
S6-K2P0,2026-06-18T18:15:00,F3,EXIT_INITSL,4300576.57
S6-K2P0,2026-06-21T19:45:00,F1,EXIT_INITSL,-555925.13
S6-K2P0,2026-06-21T19:45:00,F2,EXIT_INITSL,-555925.13
S6-K2P0,2026-06-21T19:45:00,F3,EXIT_INITSL,-555925.13
S6-K2P0,2026-06-22T01:00:00,F1,EXIT_INITSL,577886.06
S6-K2P0,2026-06-22T01:00:00,F2,EXIT_INITSL,577886.06
S6-K2P0,2026-06-22T01:00:00,F3,EXIT_INITSL,577886.06
S6-K2P0,2026-06-22T19:45:00,F1,EXIT_INITSL,-672004.31
S6-K2P0,2026-06-22T19:45:00,F2,EXIT_INITSL,-672004.31
S6-K2P0,2026-06-22T19:45:00,F3,EXIT_INITSL,-672004.31
S6-K2P0,2026-06-22T20:45:00,F1,EXIT_INITSL,-512630.74
S6-K2P0,2026-06-22T20:45:00,F2,EXIT_INITSL,-512630.74
S6-K2P0,2026-06-22T20:45:00,F3,EXIT_INITSL,-512630.74
S6-K2P0,2026-06-23T01:00:00,F1,EXIT_INITSL,326276.6
S6-K2P0,2026-06-23T01:00:00,F2,EXIT_INITSL,326276.6
S6-K2P0,2026-06-23T01:00:00,F3,EXIT_INITSL,326276.6
S6-K2P0,2026-06-23T21:15:00,F1,EXIT_INITSL,1135693.55
S6-K2P0,2026-06-23T21:15:00,F2,EXIT_INITSL,1135693.55
S6-K2P0,2026-06-23T21:15:00,F3,EXIT_INITSL,1135693.55
S6-K2P0,2026-06-24T02:15:00,F1,EXIT_INITSL,-1259929.64
S6-K2P0,2026-06-24T02:15:00,F2,EXIT_INITSL,-1259929.64
S6-K2P0,2026-06-24T02:15:00,F3,EXIT_INITSL,-1259929.64
S6-K2P0,2026-06-24T19:00:00,F1,EXIT_INITSL,-1032163.47
S6-K2P0,2026-06-24T19:00:00,F2,EXIT_INITSL,-1032163.47
S6-K2P0,2026-06-24T19:00:00,F3,EXIT_INITSL,-1032163.47
S6-K2P0,2026-06-24T19:45:00,F1,EXIT_INITSL,-1226674.52
S6-K2P0,2026-06-24T19:45:00,F2,EXIT_INITSL,-1226674.52
S6-K2P0,2026-06-24T19:45:00,F3,EXIT_INITSL,-1226674.52
S6-K2P0,2026-06-24T20:30:00,F1,EXIT_INITSL,-434826.31
S6-K2P0,2026-06-24T20:30:00,F2,EXIT_INITSL,-434826.31
S6-K2P0,2026-06-24T20:30:00,F3,EXIT_INITSL,-434826.31
S6-K2P0,2026-06-24T21:45:00,F1,EXIT_INITSL,-609886.26
S6-K2P0,2026-06-24T21:45:00,F2,EXIT_INITSL,-609886.26
S6-K2P0,2026-06-24T21:45:00,F3,EXIT_INITSL,-609886.26
S6-K2P0,2026-06-25T01:45:00,F1,EXIT_INITSL,-872162.45
S6-K2P0,2026-06-25T01:45:00,F2,EXIT_INITSL,-872162.45
S6-K2P0,2026-06-25T01:45:00,F3,EXIT_INITSL,-872162.45
S6-K2P0,2026-06-25T18:45:00,F1,EXIT_INITSL,-1031536.02
S6-K2P0,2026-06-25T18:45:00,F2,EXIT_INITSL,-1031536.02
S6-K2P0,2026-06-25T18:45:00,F3,EXIT_INITSL,-1031536.02
S6-K2P0,2026-06-25T20:00:00,F1,EXIT_INITSL,-965653.24
S6-K2P0,2026-06-25T20:00:00,F2,EXIT_INITSL,-965653.24
S6-K2P0,2026-06-25T20:00:00,F3,EXIT_INITSL,-965653.24
S6-K2P0,2026-06-25T22:15:00,F1,EXIT_INITSL,728475.26
S6-K2P0,2026-06-25T22:15:00,F2,EXIT_INITSL,728475.26
S6-K2P0,2026-06-25T22:15:00,F3,EXIT_INITSL,728475.26
S6-K2P0,2026-06-26T02:30:00,F1,EXIT_INITSL,858358.44
S6-K2P0,2026-06-26T02:30:00,F2,EXIT_INITSL,858358.44
S6-K2P0,2026-06-26T02:30:00,F3,EXIT_INITSL,858358.44
S6-K2P0,2026-06-29T00:15:00,F1,EXIT_INITSL,437963.59
S6-K2P0,2026-06-29T00:15:00,F2,EXIT_INITSL,437963.59
S6-K2P0,2026-06-29T00:15:00,F3,EXIT_INITSL,437963.59
S6-K2P0,2026-06-29T18:45:00,F1,EXIT_INITSL,-751691.09
S6-K2P0,2026-06-29T18:45:00,F2,EXIT_INITSL,-751691.09
S6-K2P0,2026-06-29T18:45:00,F3,EXIT_INITSL,-751691.09
S6-K2P0,2026-06-29T20:15:00,F1,EXIT_INITSL,2931469.76
S6-K2P0,2026-06-29T20:15:00,F2,EXIT_INITSL,2931469.76
S6-K2P0,2026-06-29T20:15:00,F3,EXIT_INITSL,2931469.76
S6-K2P0,2026-06-30T02:15:00,F1,EXIT_INITSL,1699148.14
S6-K2P0,2026-06-30T02:15:00,F2,EXIT_INITSL,1699148.14
S6-K2P0,2026-06-30T02:15:00,F3,EXIT_INITSL,1699148.14
S6-K2P0,2026-06-30T23:45:00,F1,EXIT_INITSL,94118.25
S6-K2P0,2026-06-30T23:45:00,F2,EXIT_INITSL,94118.25
S6-K2P0,2026-06-30T23:45:00,F3,EXIT_INITSL,94118.25
S6-K2P0,2026-07-02T02:00:00,F1,EXIT_INITSL,-261021.28
S6-K2P0,2026-07-02T02:00:00,F2,EXIT_INITSL,-261021.28
S6-K2P0,2026-07-02T02:00:00,F3,EXIT_INITSL,-261021.28
S6-K2P0,2026-07-02T07:45:00,F1,EXIT_INITSL,2689272.13
S6-K2P0,2026-07-02T07:45:00,F2,EXIT_INITSL,2689272.13
S6-K2P0,2026-07-02T07:45:00,F3,EXIT_INITSL,2689272.13
S6-K2P0,2026-07-02T11:45:00,F1,EXIT_INITSL,-1352792.98
S6-K2P0,2026-07-02T11:45:00,F2,EXIT_INITSL,-1352792.98
S6-K2P0,2026-07-02T11:45:00,F3,EXIT_INITSL,-1352792.98
S6-K2P0,2026-07-02T14:15:00,F1,EXIT_INITSL,3595317.15
S6-K2P0,2026-07-02T14:15:00,F2,EXIT_INITSL,3595317.15
S6-K2P0,2026-07-02T14:15:00,F3,EXIT_INITSL,3595317.15
S6-K2P0,2026-07-03T02:45:00,F1,EXIT_INITSL,5647.1
S6-K2P0,2026-07-03T02:45:00,F2,EXIT_INITSL,5647.1
S6-K2P0,2026-07-03T02:45:00,F3,EXIT_INITSL,5647.1
S6-K2P0,2026-07-05T20:15:00,F1,EXIT_INITSL,-864632.99
S6-K2P0,2026-07-05T20:15:00,F2,EXIT_INITSL,-864632.99
S6-K2P0,2026-07-05T20:15:00,F3,EXIT_INITSL,-864632.99
S6-K2P0,2026-07-05T21:30:00,F1,EXIT_INITSL,-575376.24
S6-K2P0,2026-07-05T21:30:00,F2,EXIT_INITSL,-575376.24
S6-K2P0,2026-07-05T21:30:00,F3,EXIT_INITSL,-575376.24
S6-K2P0,2026-07-05T22:15:00,F1,EXIT_INITSL,1238596.17
S6-K2P0,2026-07-05T22:15:00,F2,EXIT_INITSL,1238596.17
S6-K2P0,2026-07-05T22:15:00,F3,EXIT_INITSL,1238596.17
S6-K2P0,2026-07-06T20:45:00,F1,EXIT_INITSL,622435.36
S6-K2P0,2026-07-06T20:45:00,F2,EXIT_INITSL,622435.36
S6-K2P0,2026-07-06T20:45:00,F3,EXIT_INITSL,622435.36
S6-K2P0,2026-07-06T22:00:00,F1,EXIT_INITSL,178824.67
S6-K2P0,2026-07-06T22:00:00,F2,EXIT_INITSL,178824.67
S6-K2P0,2026-07-06T22:00:00,F3,EXIT_INITSL,178824.67
S6-K2P0,2026-07-07T03:30:00,F1,EXIT_INITSL,-771769.65
S6-K2P0,2026-07-07T03:30:00,F2,EXIT_INITSL,-771769.65
S6-K2P0,2026-07-07T03:30:00,F3,EXIT_INITSL,-771769.65
S6-K2P0,2026-07-07T23:15:00,F1,EXIT_INITSL,-628709.91
S6-K2P0,2026-07-07T23:15:00,F2,EXIT_INITSL,-628709.91
S6-K2P0,2026-07-07T23:15:00,F3,EXIT_INITSL,-628709.91
S6-K2P0,2026-07-08T19:30:00,F1,EXIT_INITSL,-266040.92
S6-K2P0,2026-07-08T19:30:00,F2,EXIT_INITSL,-266040.92
S6-K2P0,2026-07-08T19:30:00,F3,EXIT_INITSL,-266040.92
S6-K2P0,2026-07-08T22:15:00,F1,EXIT_INITSL,-819456.23
S6-K2P0,2026-07-08T22:15:00,F2,EXIT_INITSL,-819456.23
S6-K2P0,2026-07-08T22:15:00,F3,EXIT_INITSL,-819456.23
S6-K2P0,2026-07-09T00:15:00,F1,EXIT_INITSL,-722828.16
S6-K2P0,2026-07-09T00:15:00,F2,EXIT_INITSL,-722828.16
S6-K2P0,2026-07-09T00:15:00,F3,EXIT_INITSL,-722828.16
S6-K2P0,2026-07-09T21:45:00,F1,EXIT_INITSL,-662592.48
S6-K2P0,2026-07-09T21:45:00,F2,EXIT_INITSL,-662592.48
S6-K2P0,2026-07-09T21:45:00,F3,EXIT_INITSL,-662592.48
S6-K2P0,2026-07-09T23:00:00,F1,EXIT_INITSL,-496316.91
S6-K2P0,2026-07-09T23:00:00,F2,EXIT_INITSL,-496316.91
S6-K2P0,2026-07-09T23:00:00,F3,EXIT_INITSL,-496316.91
S6-K2P0,2026-07-13T01:15:00,F1,EXIT_INITSL,-1236713.81
S6-K2P0,2026-07-13T01:15:00,F2,EXIT_INITSL,-1236713.81
S6-K2P0,2026-07-13T01:15:00,F3,EXIT_INITSL,-1236713.81
S6-K2P0,2026-07-13T19:15:00,F1,EXIT_INITSL,142432.28
S6-K2P0,2026-07-13T19:15:00,F2,EXIT_INITSL,142432.28
S6-K2P0,2026-07-13T19:15:00,F3,EXIT_INITSL,142432.28
S6-K2P0,2026-07-13T22:00:00,F1,EXIT_INITSL,648161.01
S6-K2P0,2026-07-13T22:00:00,F2,EXIT_INITSL,648161.01
S6-K2P0,2026-07-13T22:00:00,F3,EXIT_INITSL,648161.01
S6-K2P0,2026-07-14T21:30:00,F1,EXIT_INITSL,1421185.58
S6-K2P0,2026-07-14T21:30:00,F2,EXIT_INITSL,1421185.58
S6-K2P0,2026-07-14T21:30:00,F3,EXIT_INITSL,1421185.58
S6-K2P0,2026-07-16T00:45:00,F1,EXIT_INITSL,-148706.83
S6-K2P0,2026-07-16T00:45:00,F2,EXIT_INITSL,-148706.83
S6-K2P0,2026-07-16T00:45:00,F3,EXIT_INITSL,-148706.83
S6-K2P0,2026-07-16T18:45:00,F1,EXIT_INITSL,-758593.09
S6-K2P0,2026-07-16T18:45:00,F2,EXIT_INITSL,-758593.09
S6-K2P0,2026-07-16T18:45:00,F3,EXIT_INITSL,-758593.09
S6-K2P0,2026-07-16T22:00:00,F1,EXIT_INITSL,-160001.02
S6-K2P0,2026-07-16T22:00:00,F2,EXIT_INITSL,-160001.02
S6-K2P0,2026-07-16T22:00:00,F3,EXIT_INITSL,-160001.02
S6-K2P0,2026-07-16T23:15:00,F1,EXIT_INITSL,151216.65
S6-K2P0,2026-07-16T23:15:00,F2,EXIT_INITSL,151216.65
S6-K2P0,2026-07-16T23:15:00,F3,EXIT_INITSL,151216.65
S6-K2P0,2026-07-17T00:30:00,F1,EXIT_INITSL,-263531.1
S6-K2P0,2026-07-17T00:30:00,F2,EXIT_INITSL,-263531.1
S6-K2P0,2026-07-17T00:30:00,F3,EXIT_INITSL,-263531.1
