strategy,t_in,ficha,reason,net_067lot_clp
S6-K2P0,2026-07-17T01:45:00,F1,EXIT_INITSL,248472.18
S6-K2P0,2026-07-17T01:45:00,F2,EXIT_INITSL,248472.18
S6-K2P0,2026-07-17T01:45:00,F3,EXIT_INITSL,248472.18
S6-K2P0,2026-07-19T20:30:00,F1,EXIT_INITSL,-32627.66
S6-K2P0,2026-07-19T20:30:00,F2,EXIT_INITSL,-32627.66
S6-K2P0,2026-07-19T20:30:00,F3,EXIT_INITSL,-32627.66
S6-K2P0,2026-07-19T22:15:00,F1,EXIT_INITSL,463689.24
S6-K2P0,2026-07-19T22:15:00,F2,EXIT_INITSL,463689.24
S6-K2P0,2026-07-19T22:15:00,F3,EXIT_INITSL,463689.24
S6-K2P0,2026-07-20T17:00:00,F1,EXIT_INITSL,-117334.08
S6-K2P0,2026-07-20T17:00:00,F2,EXIT_INITSL,-117334.08
S6-K2P0,2026-07-20T17:00:00,F3,EXIT_INITSL,-117334.08
S6-K2P0,2026-07-21T20:15:00,F1,EXIT_INITSL,2198602.32
S6-K2P0,2026-07-21T20:15:00,F2,EXIT_INITSL,2198602.32
S6-K2P0,2026-07-21T20:15:00,F3,EXIT_INITSL,2198602.32
S6-K2P0,2026-07-22T01:45:00,F1,EXIT_INITSL,-638121.74
S6-K2P0,2026-07-22T01:45:00,F2,EXIT_INITSL,-638121.74
S6-K2P0,2026-07-22T01:45:00,F3,EXIT_INITSL,-638121.74
S6-K2P0,2026-07-22T02:30:00,F1,EXIT_INITSL,-302433.31
S6-K2P0,2026-07-22T02:30:00,F2,EXIT_INITSL,-302433.31
S6-K2P0,2026-07-22T02:30:00,F3,EXIT_INITSL,-302433.31
S6-K2P0,2026-07-22T20:00:00,F1,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-22T20:00:00,F2,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-22T20:00:00,F3,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-22T21:45:00,F1,EXIT_INITSL,-390904.46
S6-K2P0,2026-07-22T21:45:00,F2,EXIT_INITSL,-390904.46
S6-K2P0,2026-07-22T21:45:00,F3,EXIT_INITSL,-390904.46
S6-K2P0,2026-07-22T23:00:00,F1,EXIT_INITSL,-569729.14
S6-K2P0,2026-07-22T23:00:00,F2,EXIT_INITSL,-569729.14
S6-K2P0,2026-07-22T23:00:00,F3,EXIT_INITSL,-569729.14
S6-K2P0,2026-07-23T02:45:00,F1,EXIT_INITSL,2010365.82
S6-K2P0,2026-07-23T02:45:00,F2,EXIT_INITSL,2010365.82
S6-K2P0,2026-07-23T02:45:00,F3,EXIT_INITSL,2010365.82
S6-K2P0,2026-07-23T20:45:00,F1,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-23T20:45:00,F2,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-23T20:45:00,F3,EXIT_INITSL,-517650.38
S6-K2P0,2026-07-23T21:15:00,F1,EXIT_INITSL,549023.12
S6-K2P0,2026-07-23T21:15:00,F2,EXIT_INITSL,549023.12
S6-K2P0,2026-07-23T21:15:00,F3,EXIT_INITSL,549023.12
S7-TPNONE,2026-01-05T23:00:00,F1,EXIT_TRAIL,772397.11
S7-TPNONE,2026-01-05T23:00:00,F2,EXIT_TRAIL,772397.11
S7-TPNONE,2026-01-05T23:00:00,F3,EXIT_TRAIL,772397.11
S7-TPNONE,2026-01-06T22:15:00,F1,EXIT_INITSL,-129883.18
S7-TPNONE,2026-01-06T22:15:00,F2,EXIT_INITSL,-129883.18
S7-TPNONE,2026-01-06T22:15:00,F3,EXIT_INITSL,-129883.18
S7-TPNONE,2026-01-07T01:00:00,F1,EXIT_INITSL,1237341.26
S7-TPNONE,2026-01-07T01:00:00,F2,EXIT_INITSL,1237341.26
S7-TPNONE,2026-01-07T01:00:00,F3,EXIT_INITSL,1237341.26
S7-TPNONE,2026-01-07T03:30:00,F1,EXIT_INITSL,95373.16
S7-TPNONE,2026-01-07T03:30:00,F2,EXIT_INITSL,95373.16
S7-TPNONE,2026-01-07T03:30:00,F3,EXIT_INITSL,95373.16
S7-TPNONE,2026-01-08T03:45:00,F1,EXIT_INITSL,-473728.53
S7-TPNONE,2026-01-08T03:45:00,F2,EXIT_INITSL,-473728.53
S7-TPNONE,2026-01-08T03:45:00,F3,EXIT_INITSL,-473728.53
S7-TPNONE,2026-01-09T00:15:00,F1,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-09T00:15:00,F2,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-09T00:15:00,F3,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-12T02:30:00,F1,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-12T02:30:00,F2,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-12T02:30:00,F3,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-12T21:00:00,F1,EXIT_INITSL,-890986.1
S7-TPNONE,2026-01-12T21:00:00,F2,EXIT_INITSL,-890986.1
S7-TPNONE,2026-01-12T21:00:00,F3,EXIT_INITSL,-890986.1
S7-TPNONE,2026-01-12T22:30:00,F1,EXIT_INITSL,-522670.01
S7-TPNONE,2026-01-12T22:30:00,F2,EXIT_INITSL,-522670.01
S7-TPNONE,2026-01-12T22:30:00,F3,EXIT_INITSL,-522670.01
S7-TPNONE,2026-01-13T02:30:00,F1,EXIT_INITSL,-680788.68
S7-TPNONE,2026-01-13T02:30:00,F2,EXIT_INITSL,-680788.68
S7-TPNONE,2026-01-13T02:30:00,F3,EXIT_INITSL,-680788.68
S7-TPNONE,2026-01-13T20:15:00,F1,EXIT_INITSL,2092562.42
S7-TPNONE,2026-01-13T20:15:00,F2,EXIT_INITSL,2092562.42
S7-TPNONE,2026-01-13T20:15:00,F3,EXIT_INITSL,2092562.42
S7-TPNONE,2026-01-14T20:15:00,F1,EXIT_INITSL,-32627.66
S7-TPNONE,2026-01-14T20:15:00,F2,EXIT_INITSL,-32627.66
S7-TPNONE,2026-01-14T20:15:00,F3,EXIT_INITSL,-32627.66
S7-TPNONE,2026-01-15T00:15:00,F1,EXIT_INITSL,-382747.55
S7-TPNONE,2026-01-15T00:15:00,F2,EXIT_INITSL,-382747.55
S7-TPNONE,2026-01-15T00:15:00,F3,EXIT_INITSL,-382747.55
S7-TPNONE,2026-01-15T03:15:00,F1,EXIT_INITSL,-377727.91
S7-TPNONE,2026-01-15T03:15:00,F2,EXIT_INITSL,-377727.91
S7-TPNONE,2026-01-15T03:15:00,F3,EXIT_INITSL,-377727.91
S7-TPNONE,2026-01-15T23:45:00,F1,EXIT_INITSL,-293021.49
S7-TPNONE,2026-01-15T23:45:00,F2,EXIT_INITSL,-293021.49
S7-TPNONE,2026-01-15T23:45:00,F3,EXIT_INITSL,-293021.49
S7-TPNONE,2026-01-16T02:15:00,F1,EXIT_INITSL,-451767.6
S7-TPNONE,2026-01-16T02:15:00,F2,EXIT_INITSL,-451767.6
S7-TPNONE,2026-01-16T02:15:00,F3,EXIT_INITSL,-451767.6
S7-TPNONE,2026-01-16T03:45:00,F1,EXIT_INITSL,-500709.09
S7-TPNONE,2026-01-16T03:45:00,F2,EXIT_INITSL,-500709.09
S7-TPNONE,2026-01-16T03:45:00,F3,EXIT_INITSL,-500709.09
S7-TPNONE,2026-01-16T18:00:00,F1,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-16T18:00:00,F2,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-16T18:00:00,F3,EXIT_INITSL,-31372.75
S7-TPNONE,2026-01-19T00:15:00,F1,EXIT_INITSL,-144314.65
S7-TPNONE,2026-01-19T00:15:00,F2,EXIT_INITSL,-144314.65
S7-TPNONE,2026-01-19T00:15:00,F3,EXIT_INITSL,-144314.65
S7-TPNONE,2026-01-19T22:15:00,F1,EXIT_INITSL,-197020.87
S7-TPNONE,2026-01-19T22:15:00,F2,EXIT_INITSL,-197020.87
S7-TPNONE,2026-01-19T22:15:00,F3,EXIT_INITSL,-197020.87
S7-TPNONE,2026-01-19T23:30:00,F1,EXIT_INITSL,2145268.65
S7-TPNONE,2026-01-19T23:30:00,F2,EXIT_INITSL,2145268.65
S7-TPNONE,2026-01-19T23:30:00,F3,EXIT_INITSL,2145268.65
S7-TPNONE,2026-01-21T04:00:00,F1,EXIT_INITSL,-366433.72
S7-TPNONE,2026-01-21T04:00:00,F2,EXIT_INITSL,-366433.72
S7-TPNONE,2026-01-21T04:00:00,F3,EXIT_INITSL,-366433.72
S7-TPNONE,2026-01-21T20:15:00,F1,EXIT_INITSL,933025.58
S7-TPNONE,2026-01-21T20:15:00,F2,EXIT_INITSL,933025.58
S7-TPNONE,2026-01-21T20:15:00,F3,EXIT_INITSL,933025.58
S7-TPNONE,2026-01-21T23:15:00,F1,EXIT_INITSL,-139922.46
S7-TPNONE,2026-01-21T23:15:00,F2,EXIT_INITSL,-139922.46
S7-TPNONE,2026-01-21T23:15:00,F3,EXIT_INITSL,-139922.46
S7-TPNONE,2026-01-22T02:30:00,F1,EXIT_INITSL,-982594.53
S7-TPNONE,2026-01-22T02:30:00,F2,EXIT_INITSL,-982594.53
S7-TPNONE,2026-01-22T02:30:00,F3,EXIT_INITSL,-982594.53
S7-TPNONE,2026-01-22T03:00:00,F1,EXIT_INITSL,165648.12
S7-TPNONE,2026-01-22T03:00:00,F2,EXIT_INITSL,165648.12
S7-TPNONE,2026-01-22T03:00:00,F3,EXIT_INITSL,165648.12
S7-TPNONE,2026-01-22T22:00:00,F1,EXIT_INITSL,-1103065.89
S7-TPNONE,2026-01-22T22:00:00,F2,EXIT_INITSL,-1103065.89
S7-TPNONE,2026-01-22T22:00:00,F3,EXIT_INITSL,-1103065.89
S7-TPNONE,2026-01-23T01:45:00,F1,EXIT_INITSL,-137412.64
S7-TPNONE,2026-01-23T01:45:00,F2,EXIT_INITSL,-137412.64
S7-TPNONE,2026-01-23T01:45:00,F3,EXIT_INITSL,-137412.64
S7-TPNONE,2026-01-26T02:15:00,F1,EXIT_INITSL,-737259.62
S7-TPNONE,2026-01-26T02:15:00,F2,EXIT_INITSL,-737259.62
S7-TPNONE,2026-01-26T02:15:00,F3,EXIT_INITSL,-737259.62
S7-TPNONE,2026-01-26T03:00:00,F1,EXIT_TRAIL,203295.42
S7-TPNONE,2026-01-26T03:00:00,F2,EXIT_TRAIL,203295.42
S7-TPNONE,2026-01-26T03:00:00,F3,EXIT_TRAIL,203295.42
S7-TPNONE,2026-01-26T21:45:00,F1,EXIT_INITSL,-725965.43
S7-TPNONE,2026-01-26T21:45:00,F2,EXIT_INITSL,-725965.43
S7-TPNONE,2026-01-26T21:45:00,F3,EXIT_INITSL,-725965.43
S7-TPNONE,2026-01-26T23:15:00,F1,EXIT_INITSL,-448630.32
S7-TPNONE,2026-01-26T23:15:00,F2,EXIT_INITSL,-448630.32
S7-TPNONE,2026-01-26T23:15:00,F3,EXIT_INITSL,-448630.32
S7-TPNONE,2026-01-27T02:45:00,F1,EXIT_INITSL,435453.77
S7-TPNONE,2026-01-27T02:45:00,F2,EXIT_INITSL,435453.77
S7-TPNONE,2026-01-27T02:45:00,F3,EXIT_INITSL,435453.77
S7-TPNONE,2026-01-27T22:15:00,F1,EXIT_TRAIL,6267648.0
S7-TPNONE,2026-01-27T22:15:00,F2,EXIT_TRAIL,6267648.0
S7-TPNONE,2026-01-27T22:15:00,F3,EXIT_TRAIL,6267648.0
S7-TPNONE,2026-01-28T23:45:00,F1,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-28T23:45:00,F2,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-28T23:45:00,F3,EXIT_INITSL,-186981.59
S7-TPNONE,2026-01-29T22:15:00,F1,EXIT_INITSL,-3900260.28
S7-TPNONE,2026-01-29T22:15:00,F2,EXIT_INITSL,-3900260.28
S7-TPNONE,2026-01-29T22:15:00,F3,EXIT_INITSL,-3900260.28
S7-TPNONE,2026-01-30T03:00:00,F1,EXIT_INITSL,295531.31
S7-TPNONE,2026-01-30T03:00:00,F2,EXIT_INITSL,295531.31
S7-TPNONE,2026-01-30T03:00:00,F3,EXIT_INITSL,295531.31
S7-TPNONE,2026-02-01T20:15:00,F1,EXIT_INITSL,-3487394.89
S7-TPNONE,2026-02-01T20:15:00,F2,EXIT_INITSL,-3487394.89
S7-TPNONE,2026-02-01T20:15:00,F3,EXIT_INITSL,-3487394.89
S7-TPNONE,2026-02-01T22:15:00,F1,EXIT_INITSL,-6314079.66
S7-TPNONE,2026-02-01T22:15:00,F2,EXIT_INITSL,-6314079.66
S7-TPNONE,2026-02-01T22:15:00,F3,EXIT_INITSL,-6314079.66
S7-TPNONE,2026-02-02T00:15:00,F1,EXIT_INITSL,-405963.39
S7-TPNONE,2026-02-02T00:15:00,F2,EXIT_INITSL,-405963.39
S7-TPNONE,2026-02-02T00:15:00,F3,EXIT_INITSL,-405963.39
S7-TPNONE,2026-02-02T02:45:00,F1,EXIT_INITSL,4636892.45
S7-TPNONE,2026-02-02T02:45:00,F2,EXIT_INITSL,4636892.45
S7-TPNONE,2026-02-02T02:45:00,F3,EXIT_INITSL,4636892.45
S7-TPNONE,2026-02-02T22:15:00,F1,EXIT_INITSL,-1991542.17
S7-TPNONE,2026-02-02T22:15:00,F2,EXIT_INITSL,-1991542.17
S7-TPNONE,2026-02-02T22:15:00,F3,EXIT_INITSL,-1991542.17
S7-TPNONE,2026-02-03T00:45:00,F1,EXIT_INITSL,6537453.65
S7-TPNONE,2026-02-03T00:45:00,F2,EXIT_INITSL,6537453.65
S7-TPNONE,2026-02-03T00:45:00,F3,EXIT_INITSL,6537453.65
S7-TPNONE,2026-02-03T20:15:00,F1,EXIT_INITSL,-1812717.5
S7-TPNONE,2026-02-03T20:15:00,F2,EXIT_INITSL,-1812717.5
S7-TPNONE,2026-02-03T20:15:00,F3,EXIT_INITSL,-1812717.5
S7-TPNONE,2026-02-03T21:15:00,F1,EXIT_INITSL,4649441.55
S7-TPNONE,2026-02-03T21:15:00,F2,EXIT_INITSL,4649441.55
S7-TPNONE,2026-02-03T21:15:00,F3,EXIT_INITSL,4649441.55
S7-TPNONE,2026-02-04T04:00:00,F1,EXIT_INITSL,-751063.64
S7-TPNONE,2026-02-04T04:00:00,F2,EXIT_INITSL,-751063.64
S7-TPNONE,2026-02-04T04:00:00,F3,EXIT_INITSL,-751063.64
S7-TPNONE,2026-02-05T02:15:00,F1,EXIT_TRAIL,-2088797.69
S7-TPNONE,2026-02-05T02:15:00,F2,EXIT_TRAIL,-2088797.69
S7-TPNONE,2026-02-05T02:15:00,F3,EXIT_TRAIL,-2088797.69
S7-TPNONE,2026-02-05T23:00:00,F1,EXIT_INITSL,5251798.35
S7-TPNONE,2026-02-05T23:00:00,F2,EXIT_INITSL,5251798.35
S7-TPNONE,2026-02-05T23:00:00,F3,EXIT_INITSL,5251798.35
S7-TPNONE,2026-02-08T23:00:00,F1,EXIT_INITSL,-1315145.68
S7-TPNONE,2026-02-08T23:00:00,F2,EXIT_INITSL,-1315145.68
S7-TPNONE,2026-02-08T23:00:00,F3,EXIT_INITSL,-1315145.68
S7-TPNONE,2026-02-08T23:45:00,F1,EXIT_INITSL,-1458205.42
S7-TPNONE,2026-02-08T23:45:00,F2,EXIT_INITSL,-1458205.42
S7-TPNONE,2026-02-08T23:45:00,F3,EXIT_INITSL,-1458205.42
S7-TPNONE,2026-02-09T03:00:00,F1,EXIT_INITSL,-1083614.79
S7-TPNONE,2026-02-09T03:00:00,F2,EXIT_INITSL,-1083614.79
S7-TPNONE,2026-02-09T03:00:00,F3,EXIT_INITSL,-1083614.79
S7-TPNONE,2026-02-09T20:15:00,F1,EXIT_INITSL,-1036555.66
S7-TPNONE,2026-02-09T20:15:00,F2,EXIT_INITSL,-1036555.66
S7-TPNONE,2026-02-09T20:15:00,F3,EXIT_INITSL,-1036555.66
S7-TPNONE,2026-02-09T22:30:00,F1,EXIT_INITSL,-1620716.26
S7-TPNONE,2026-02-09T22:30:00,F2,EXIT_INITSL,-1620716.26
S7-TPNONE,2026-02-09T22:30:00,F3,EXIT_INITSL,-1620716.26
S7-TPNONE,2026-02-10T00:15:00,F1,EXIT_INITSL,-382120.09
S7-TPNONE,2026-02-10T00:15:00,F2,EXIT_INITSL,-382120.09
S7-TPNONE,2026-02-10T00:15:00,F3,EXIT_INITSL,-382120.09
S7-TPNONE,2026-02-10T04:30:00,F1,EXIT_INITSL,-1193419.41
S7-TPNONE,2026-02-10T04:30:00,F2,EXIT_INITSL,-1193419.41
S7-TPNONE,2026-02-10T04:30:00,F3,EXIT_INITSL,-1193419.41
S7-TPNONE,2026-02-10T21:30:00,F1,EXIT_INITSL,-503846.36
S7-TPNONE,2026-02-10T21:30:00,F2,EXIT_INITSL,-503846.36
S7-TPNONE,2026-02-10T21:30:00,F3,EXIT_INITSL,-503846.36
S7-TPNONE,2026-02-10T22:45:00,F1,EXIT_INITSL,-571611.5
S7-TPNONE,2026-02-10T22:45:00,F2,EXIT_INITSL,-571611.5
S7-TPNONE,2026-02-10T22:45:00,F3,EXIT_INITSL,-571611.5
S7-TPNONE,2026-02-10T23:45:00,F1,EXIT_INITSL,-560317.31
S7-TPNONE,2026-02-10T23:45:00,F2,EXIT_INITSL,-560317.31
S7-TPNONE,2026-02-10T23:45:00,F3,EXIT_INITSL,-560317.31
S7-TPNONE,2026-02-11T02:45:00,F1,EXIT_INITSL,-579140.97
S7-TPNONE,2026-02-11T02:45:00,F2,EXIT_INITSL,-579140.97
S7-TPNONE,2026-02-11T02:45:00,F3,EXIT_INITSL,-579140.97
S7-TPNONE,2026-02-11T21:45:00,F1,EXIT_INITSL,-348237.53
S7-TPNONE,2026-02-11T21:45:00,F2,EXIT_INITSL,-348237.53
S7-TPNONE,2026-02-11T21:45:00,F3,EXIT_INITSL,-348237.53
S7-TPNONE,2026-02-12T00:30:00,F1,EXIT_INITSL,-510120.92
S7-TPNONE,2026-02-12T00:30:00,F2,EXIT_INITSL,-510120.92
S7-TPNONE,2026-02-12T00:30:00,F3,EXIT_INITSL,-510120.92
S7-TPNONE,2026-02-12T03:30:00,F1,EXIT_INITSL,-545885.85
S7-TPNONE,2026-02-12T03:30:00,F2,EXIT_INITSL,-545885.85
S7-TPNONE,2026-02-12T03:30:00,F3,EXIT_INITSL,-545885.85
S7-TPNONE,2026-02-12T21:15:00,F1,EXIT_INITSL,1945737.96
S7-TPNONE,2026-02-12T21:15:00,F2,EXIT_INITSL,1945737.96
S7-TPNONE,2026-02-12T21:15:00,F3,EXIT_INITSL,1945737.96
S7-TPNONE,2026-02-13T02:45:00,F1,EXIT_INITSL,-225256.35
S7-TPNONE,2026-02-13T02:45:00,F2,EXIT_INITSL,-225256.35
S7-TPNONE,2026-02-13T02:45:00,F3,EXIT_INITSL,-225256.35
S7-TPNONE,2026-02-13T04:00:00,F1,EXIT_INITSL,53961.13
S7-TPNONE,2026-02-13T04:00:00,F2,EXIT_INITSL,53961.13
S7-TPNONE,2026-02-13T04:00:00,F3,EXIT_INITSL,53961.13
S7-TPNONE,2026-02-15T20:30:00,F1,EXIT_INITSL,-1258674.73
S7-TPNONE,2026-02-15T20:30:00,F2,EXIT_INITSL,-1258674.73
S7-TPNONE,2026-02-15T20:30:00,F3,EXIT_INITSL,-1258674.73
S7-TPNONE,2026-02-15T21:30:00,F1,EXIT_INITSL,-993261.26
S7-TPNONE,2026-02-15T21:30:00,F2,EXIT_INITSL,-993261.26
S7-TPNONE,2026-02-15T21:30:00,F3,EXIT_INITSL,-993261.26
S7-TPNONE,2026-02-15T23:45:00,F1,EXIT_TRAIL,1154517.2
S7-TPNONE,2026-02-15T23:45:00,F2,EXIT_TRAIL,1154517.2
S7-TPNONE,2026-02-15T23:45:00,F3,EXIT_TRAIL,1154517.2
S7-TPNONE,2026-02-16T20:45:00,F1,EXIT_INITSL,2625899.18
S7-TPNONE,2026-02-16T20:45:00,F2,EXIT_INITSL,2625899.18
S7-TPNONE,2026-02-16T20:45:00,F3,EXIT_INITSL,2625899.18
S7-TPNONE,2026-02-16T23:00:00,F1,EXIT_INITSL,4455557.96
S7-TPNONE,2026-02-16T23:00:00,F2,EXIT_INITSL,4455557.96
S7-TPNONE,2026-02-16T23:00:00,F3,EXIT_INITSL,4455557.96
S7-TPNONE,2026-02-17T21:00:00,F1,EXIT_INITSL,-1264321.82
S7-TPNONE,2026-02-17T21:00:00,F2,EXIT_INITSL,-1264321.82
S7-TPNONE,2026-02-17T21:00:00,F3,EXIT_INITSL,-1264321.82
S7-TPNONE,2026-02-17T21:45:00,F1,EXIT_INITSL,2990450.53
S7-TPNONE,2026-02-17T21:45:00,F2,EXIT_INITSL,2990450.53
S7-TPNONE,2026-02-17T21:45:00,F3,EXIT_INITSL,2990450.53
S7-TPNONE,2026-02-18T21:45:00,F1,EXIT_INITSL,-555925.13
S7-TPNONE,2026-02-18T21:45:00,F2,EXIT_INITSL,-555925.13
S7-TPNONE,2026-02-18T21:45:00,F3,EXIT_INITSL,-555925.13
S7-TPNONE,2026-02-19T00:00:00,F1,EXIT_INITSL,-600474.43
S7-TPNONE,2026-02-19T00:00:00,F2,EXIT_INITSL,-600474.43
S7-TPNONE,2026-02-19T00:00:00,F3,EXIT_INITSL,-600474.43
S7-TPNONE,2026-02-19T21:00:00,F1,EXIT_INITSL,-771142.19
S7-TPNONE,2026-02-19T21:00:00,F2,EXIT_INITSL,-771142.19
S7-TPNONE,2026-02-19T21:00:00,F3,EXIT_INITSL,-771142.19
S7-TPNONE,2026-02-19T22:00:00,F1,EXIT_INITSL,-417885.03
S7-TPNONE,2026-02-19T22:00:00,F2,EXIT_INITSL,-417885.03
S7-TPNONE,2026-02-19T22:00:00,F3,EXIT_INITSL,-417885.03
S7-TPNONE,2026-02-19T23:15:00,F1,EXIT_INITSL,81569.15
S7-TPNONE,2026-02-19T23:15:00,F2,EXIT_INITSL,81569.15
S7-TPNONE,2026-02-19T23:15:00,F3,EXIT_INITSL,81569.15
S7-TPNONE,2026-02-20T04:15:00,F1,EXIT_INITSL,-830122.96
S7-TPNONE,2026-02-20T04:15:00,F2,EXIT_INITSL,-830122.96
S7-TPNONE,2026-02-20T04:15:00,F3,EXIT_INITSL,-830122.96
S7-TPNONE,2026-02-23T03:30:00,F1,EXIT_INITSL,880946.82
S7-TPNONE,2026-02-23T03:30:00,F2,EXIT_INITSL,880946.82
S7-TPNONE,2026-02-23T03:30:00,F3,EXIT_INITSL,880946.82
S7-TPNONE,2026-02-23T22:00:00,F1,EXIT_INITSL,3502453.81
S7-TPNONE,2026-02-23T22:00:00,F2,EXIT_INITSL,3502453.81
S7-TPNONE,2026-02-23T22:00:00,F3,EXIT_INITSL,3502453.81
S7-TPNONE,2026-02-24T03:00:00,F1,EXIT_INITSL,-965025.79
S7-TPNONE,2026-02-24T03:00:00,F2,EXIT_INITSL,-965025.79
S7-TPNONE,2026-02-24T03:00:00,F3,EXIT_INITSL,-965025.79
S7-TPNONE,2026-02-24T20:15:00,F1,EXIT_INITSL,-690200.5
S7-TPNONE,2026-02-24T20:15:00,F2,EXIT_INITSL,-690200.5
S7-TPNONE,2026-02-24T20:15:00,F3,EXIT_INITSL,-690200.5
S7-TPNONE,2026-02-24T22:00:00,F1,EXIT_INITSL,1367224.44
S7-TPNONE,2026-02-24T22:00:00,F2,EXIT_INITSL,1367224.44
S7-TPNONE,2026-02-24T22:00:00,F3,EXIT_INITSL,1367224.44
S7-TPNONE,2026-02-25T02:15:00,F1,EXIT_INITSL,370825.9
S7-TPNONE,2026-02-25T02:15:00,F2,EXIT_INITSL,370825.9
S7-TPNONE,2026-02-25T02:15:00,F3,EXIT_INITSL,370825.9
S7-TPNONE,2026-02-25T21:00:00,F1,EXIT_INITSL,-726592.89
S7-TPNONE,2026-02-25T21:00:00,F2,EXIT_INITSL,-726592.89
S7-TPNONE,2026-02-25T21:00:00,F3,EXIT_INITSL,-726592.89
S7-TPNONE,2026-02-25T21:30:00,F1,EXIT_INITSL,-387767.19
S7-TPNONE,2026-02-25T21:30:00,F2,EXIT_INITSL,-387767.19
S7-TPNONE,2026-02-25T21:30:00,F3,EXIT_INITSL,-387767.19
S7-TPNONE,2026-02-26T00:15:00,F1,EXIT_INITSL,264158.56
S7-TPNONE,2026-02-26T00:15:00,F2,EXIT_INITSL,264158.56
S7-TPNONE,2026-02-26T00:15:00,F3,EXIT_INITSL,264158.56
S7-TPNONE,2026-02-26T21:30:00,F1,EXIT_INITSL,-886593.91
S7-TPNONE,2026-02-26T21:30:00,F2,EXIT_INITSL,-886593.91
S7-TPNONE,2026-02-26T21:30:00,F3,EXIT_INITSL,-886593.91
S7-TPNONE,2026-02-26T22:45:00,F1,EXIT_INITSL,-247217.27
S7-TPNONE,2026-02-26T22:45:00,F2,EXIT_INITSL,-247217.27
S7-TPNONE,2026-02-26T22:45:00,F3,EXIT_INITSL,-247217.27
S7-TPNONE,2026-02-27T01:15:00,F1,EXIT_INITSL,112314.44
S7-TPNONE,2026-02-27T01:15:00,F2,EXIT_INITSL,112314.44
S7-TPNONE,2026-02-27T01:15:00,F3,EXIT_INITSL,112314.44
S7-TPNONE,2026-03-03T20:15:00,F1,EXIT_INITSL,2738841.07
S7-TPNONE,2026-03-03T20:15:00,F2,EXIT_INITSL,2738841.07
S7-TPNONE,2026-03-03T20:15:00,F3,EXIT_INITSL,2738841.07
S7-TPNONE,2026-03-04T01:00:00,F1,EXIT_INITSL,-1318282.96
S7-TPNONE,2026-03-04T01:00:00,F2,EXIT_INITSL,-1318282.96
S7-TPNONE,2026-03-04T01:00:00,F3,EXIT_INITSL,-1318282.96
S7-TPNONE,2026-03-04T04:00:00,F1,EXIT_INITSL,-643141.38
S7-TPNONE,2026-03-04T04:00:00,F2,EXIT_INITSL,-643141.38
S7-TPNONE,2026-03-04T04:00:00,F3,EXIT_INITSL,-643141.38
S7-TPNONE,2026-03-04T23:15:00,F1,EXIT_INITSL,-109177.17
S7-TPNONE,2026-03-04T23:15:00,F2,EXIT_INITSL,-109177.17
S7-TPNONE,2026-03-04T23:15:00,F3,EXIT_INITSL,-109177.17
S7-TPNONE,2026-03-05T19:00:00,F1,EXIT_INITSL,-200785.6
S7-TPNONE,2026-03-05T19:00:00,F2,EXIT_INITSL,-200785.6
S7-TPNONE,2026-03-05T19:00:00,F3,EXIT_INITSL,-200785.6
S7-TPNONE,2026-03-05T21:45:00,F1,EXIT_INITSL,-342590.43
S7-TPNONE,2026-03-05T21:45:00,F2,EXIT_INITSL,-342590.43
S7-TPNONE,2026-03-05T21:45:00,F3,EXIT_INITSL,-342590.43
S7-TPNONE,2026-03-05T22:45:00,F1,EXIT_INITSL,432943.95
S7-TPNONE,2026-03-05T22:45:00,F2,EXIT_INITSL,432943.95
S7-TPNONE,2026-03-05T22:45:00,F3,EXIT_INITSL,432943.95
S7-TPNONE,2026-03-08T19:45:00,F1,EXIT_INITSL,3668101.93
S7-TPNONE,2026-03-08T19:45:00,F2,EXIT_INITSL,3668101.93
S7-TPNONE,2026-03-08T19:45:00,F3,EXIT_INITSL,3668101.93
S7-TPNONE,2026-03-08T23:15:00,F1,EXIT_INITSL,1148870.11
S7-TPNONE,2026-03-08T23:15:00,F2,EXIT_INITSL,1148870.11
S7-TPNONE,2026-03-08T23:15:00,F3,EXIT_INITSL,1148870.11
S7-TPNONE,2026-03-09T04:00:00,F1,EXIT_INITSL,-779299.11
S7-TPNONE,2026-03-09T04:00:00,F2,EXIT_INITSL,-779299.11
S7-TPNONE,2026-03-09T04:00:00,F3,EXIT_INITSL,-779299.11
S7-TPNONE,2026-03-09T20:00:00,F1,EXIT_INITSL,-1090516.79
S7-TPNONE,2026-03-09T20:00:00,F2,EXIT_INITSL,-1090516.79
