R1,arm,band,entry_bid,entry_delay_bars,entry_fill,exit_bid,exit_fill,ficha,level_slip,margin1,net1,net1_con_coste,pos_id,reason,same_bar,sid,side,side_l,spread,t_exit,t_in,t_in_exec,t_out
258749.2956945856,mult1.50,0.5,4474.57,0,4474.57,4477.3329396230065,4477.36,F1,True,4190434.805,-261283.4999999966,-282354.7499999966,1767743100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767744600.485,1767743100,1767744000.0,1767744000
246574.79569457535,mult1.50,0.5,4474.54,0,4474.7,4477.3329396230065,4477.45,F1,True,4190556.55,-257537.5,-278608.75,1767744000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767745047.565,1767744000,1767744900.0,1767744900
97671.29569456173,mult1.50,0.5,4476.29,0,4476.29,4477.3329396230065,4477.6,F1,True,4192045.585,-122681.50000003747,-143752.7500000375,1767744900|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767745803.738,1767744900,1767745800.0,1767745800
1158873.3447050927,mult1.50,0.5,4478.16,0,4478.66,4466.2854848403085,4466.16,F1,True,4194265.09,-1170625.0,-1191696.25,1767745800|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767749281.909,1767745800,1767746700.0,1767748500
1229142.7624150498,mult1.50,0.5,4465.98,0,4466.06,4460.282498687463,4460.29,F1,True,4182465.1900000004,540360.5000000409,519289.25000004086,1767748500|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767755871.268,1767748500,1767749400.0,1767755700
506880.5020809179,mult1.50,0.5,4454.86,0,4454.87,4457.954804899329,4458.43,F1,True,4171985.755,-333394.0000000375,-354465.2500000375,1767755700|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767760607.63,1767755700,1767756600.0,1767760200
193323.55963968142,mult1.50,0.5,4456.79,0,4457.29,4455.225680089272,4455.16,F1,True,4174252.085,-199474.50000001022,-220545.75000001022,1767820500|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767821777.325,1767820500,1767821400.0,1767821400
1206816.4557607688,mult1.50,0.5,4451.29,0,4451.33,4459.009207669049,4459.11,F1,True,4168670.545,-728596.9999999761,-749668.2499999761,1767821400|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767823730.713,1767821400,1767822300.0,1767823200
189098.79820645173,mult1.50,0.5,4456.84,0,4456.99,4459.009207669049,4459.16,F1,True,4173971.135,-203220.5000000068,-224291.7500000068,1767823200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767824315.694,1767823200,1767824100.0,1767824100
391382.79820643814,mult1.50,0.5,4454.94,0,4454.83,4431.199000513403,4431.39,F1,True,4171948.295,2195155.9999999627,2174084.7499999627,1767824100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767843110.606,1767824100,1767825000.0,1767843000
1515159.7656333533,mult1.50,0.5,4435.53,0,4435.97,4424.040487083255,4424.04,F1,True,4154285.905,-1117244.5000000272,-1138315.7500000272,1767843000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767850405.544,1767843000,1767843900.0,1767850200
1129080.2467152346,mult1.50,0.5,4465.6,0,4465.6,4467.611439462384,4467.68,F1,True,4182034.4000000004,-194791.9999999932,-215863.2499999932,1767906900|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1767912740.106,1767906900,1767907800.0,1767912300
1181147.0862356916,mult1.50,0.5,4468.79,0,4469.29,4461.958175109746,4461.88,F1,True,4185490.085,-693946.4999999864,-715017.7499999864,1767912300|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767917923.919,1767912300,1767913200.0,1767917700
172486.9009723273,mult1.50,0.5,4463.3,0,4463.8,4461.958175109746,4461.91,F1,True,4180348.7,-176998.50000003068,-198069.75000003068,1767917700|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767918655.683,1767917700,1767918600.0,1767918600
204327.90097234093,mult1.50,0.5,4463.64,0,4464.14,4461.958175109746,4461.8,F1,True,4180667.110000001,-219141.00000001362,-240212.25000001362,1767918600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767921351.752,1767918600,1767919500.0,1767921300
106931.90097234433,mult1.50,0.5,4462.6,0,4463.1,4461.958175109746,4461.81,F1,True,4179693.1500000004,-120808.4999999966,-141879.7499999966,1767921300|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767922204.371,1767921300,1767922200.0,1767922200
150947.400972283,mult1.50,0.5,4462.87,0,4463.57,4461.958175109746,4461.79,F1,True,4180133.305,-166696.99999997616,-187768.24999997616,1767922200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767923493.893,1767922200,1767923100.0,1767923100
290485.9009723477,mult1.50,0.5,4464.56,0,4465.06,4461.958175109746,4461.77,F1,True,4181528.6900000004,-308108.49999999657,-329179.74999999657,1767923100|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767924688.253,1767923100,1767924000.0,1767924000
133153.90097232047,mult1.50,0.5,4462.96,0,4463.38,4461.958175109746,4461.93,F1,True,4179955.37,-135792.49999998297,-156863.74999998297,1767924000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767924919.365,1767924000,1767924900.0,1767924900
281120.90097231366,mult1.50,0.5,4464.46,0,4464.96,4466.60383815241,4466.57,F1,True,4181435.04,150776.49999996932,129705.24999996932,1767924900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1767934944.983,1767924900,1767925800.0,1767934800
529261.5573166717,mult1.50,0.5,4582.46,0,4583.03,4577.378515138103,4577.27,F1,True,4292007.595,-539423.9999999353,-560495.2499999353,1768169700|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768170896.566,1768169700,1768170600.0,1768170600
2066499.7815869756,mult1.50,0.5,4573.45,0,4573.52,4580.394492039482,4580.49,F1,True,4283101.48,-652740.4999999386,-673811.7499999386,1768170600|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768185716.953,1768170600,1768171500.0,1768185000
1725105.5537374571,mult1.50,0.5,4581.7,0,4582.13,4585.192021291878,4585.19,F1,True,4291164.745,286568.9999999523,265497.7499999523,1768185000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768206351.438,1768185000,1768185900.0,1768205700
2336876.523504604,mult1.50,0.5,4579.6,0,4579.08,4597.456432068414,4597.8,F1,True,4288308.42,-1753128.0000000237,-1774199.2500000237,1768248000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768251456.947,1768248000,1768248900.0,1768250700
1989535.4891937694,mult1.50,0.5,4598.93,0,4599.68,4581.706654061842,4581.49,F1,True,4307600.32,-1703493.5000000477,-1724564.7500000477,1768250700|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768255478.209,1768250700,1768251600.0,1768255200
1036082.3471085733,mult1.50,0.5,4592.24,0,4592.77,4581.706654061842,4581.7,F1,True,4301129.105,-1036705.500000058,-1057776.750000058,1768255200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768256988.586,1768255200,1768256100.0,1768256100
1822121.0365373534,mult1.50,0.5,4581.59,0,4581.59,4595.755174628876,4595.9,F1,True,4290659.035,-1340131.4999999523,-1361202.7499999523,1768256100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768262486.417,1768256100,1768257000.0,1768262400
1464995.5826988586,mult1.50,0.5,4597.78,0,4598.29,4587.41380288981,4587.33,F1,True,4306298.585,-1026404.0000000034,-1047475.2500000034,1768262400|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768271583.335,1768262400,1768263300.0,1768271400
679542.8593693349,mult1.50,0.5,4594.17,0,4594.67,4587.41380288981,4587.27,F1,True,4302908.455,-693009.9999999659,-714081.2499999659,1768271400|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768274162.48,1768271400,1768272300.0,1768274100
1187781.5933711685,mult1.50,0.5,4584.68,0,4584.68,4590.599771251358,4590.6,F1,True,4293552.82,-554408.0000000069,-575479.2500000069,1768274100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768281062.969,1768274100,1768275000.0,1768280400
1384337.3428337544,mult1.50,0.5,4595.76,0,4596.26,4625.689278587911,4625.27,F1,True,4304397.49,2716786.5000000205,2695715.2500000205,1768334400|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768359385.583,1768334400,1768335300.0,1768358700
1665298.7987382347,mult1.50,0.5,4619.73,0,4619.61,4637.392154818347,4637.41,F1,True,4326264.765,-1666970.000000017,-1688041.250000017,1768358700|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768363199.053,1768358700,1768359600.0,1768362300
1516617.280445118,mult1.50,0.5,4616.67,0,4616.67,4607.92854850321,4607.94,F1,True,4323511.455,817564.5000000442,796493.2500000442,1768420800|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768431970.223,1768420800,1768421700.0,1768431600
2236471.750653236,mult1.50,0.5,4613.92,0,4614.37,4595.739626070863,4595.68,F1,True,4321357.505,-1750318.4999999625,-1771389.7499999625,1768431600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768434754.348,1768431600,1768432500.0,1768434300
714584.5184636822,mult1.50,0.5,4602.76,0,4603.37,4595.739626070863,4595.68,F1,True,4311056.005,-720168.4999999625,-741239.7499999625,1768434300|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768435544.36,1768434300,1768435200.0,1768435200
1998780.1246591709,mult1.50,0.5,4591.32,0,4591.28,4601.333679220419,4602.07,F1,True,4299733.72,-1010483.4999999966,-1031554.7499999966,1768435200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768446434.48,1768435200,1768436100.0,1768446000
1895445.2240728866,mult1.50,0.5,4605.17,0,4605.76,4610.617111922964,4610.57,F1,True,4313294.24,450456.4999999523,429385.2499999523,1768446000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768471309.079,1768446000,1768446900.0,1768471200
923827.9390007083,mult1.50,0.5,4608.09,0,4608.09,4608.611992520993,4608.63,F1,True,4315476.285,-50570.999999996595,-71642.2499999966,1768509000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768517016.752,1768509000,1768509900.0,1768516200
332644.0995909782,mult1.50,0.5,4605.06,0,4605.06,4604.273299883082,4604.36,F1,True,4312638.69,65555.00000006813,44483.75000006813,1768516200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768531146.757,1768516200,1768517100.0,1768530600
1333049.9785821205,mult1.50,0.5,4606.72,0,4607.22,4602.248072823149,4602.19,F1,True,4314661.53,-471059.50000006135,-492130.75000006135,1768530600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768534889.921,1768530600,1768531500.0,1768534200
1479969.9601151596,mult1.50,0.5,4595.8,0,4595.79,4606.232974206008,4606.3,F1,True,4303957.335,-984261.5000000205,-1005332.7500000205,1768534200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768536526.322,1768534200,1768535100.0,1768536000
423807.4900848648,mult1.50,0.5,4659.11,0,4659.61,4655.08455963604,4654.83,F1,True,4363724.765,-447646.99999997613,-468718.24999997613,1768777200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768780081.599,1768777200,1768778100.0,1768779900
724423.9900848682,mult1.50,0.5,4662.32,0,4662.82,4663.837621270937,4663.79,F1,True,4366730.93,90840.50000002385,69769.25000002385,1768779900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768796398.938,1768779900,1768780800.0,1768796100
745023.8885557514,mult1.50,0.5,4670.69,0,4670.69,4669.5967951552575,4669.77,F1,True,4374101.185,86157.99999992164,65086.74999992164,1768852800|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768860309.128,1768852800,1768853700.0,1768860000
1158773.8401263836,mult1.50,0.5,4670.04,0,4670.54,4723.789010274703,4723.66,F1,True,4373960.71,4974687.99999999,4953616.74999999,1768860000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768894371.231,1768860000,1768860900.0,1768894200
555196.0703864307,mult1.50,0.5,4757.82,0,4757.92,4763.848415060186,4763.95,F1,True,4455792.08,-564709.4999999761,-585780.7499999761,1768939200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768941600.446,1768939200,1768940100.0,1768941000
1772083.7750261757,mult1.50,0.5,4773.28,0,4773.88,4861.338456930174,4861.14,F1,True,4470738.62,8171899.0000000205,8150827.7500000205,1768941000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768966951.881,1768941000,1768941900.0,1768966200
58207.50848918128,mult1.50,0.5,4861.41,0,4861.96,4861.338456930174,4860.92,F1,True,4553225.54,-97395.9999999966,-118467.2499999966,1768966200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1768967100.4,1768966200,1768967100.0,1768967100
2690354.6374217877,mult1.50,0.5,4847.32,0,4847.32,4862.165593284499,4862.23,F1,True,4539515.18,-1396321.4999999863,-1417392.7499999863,1768967100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1768971922.974,1768967100,1768968000.0,1768971600
659389.1535036294,mult1.50,0.5,4814.73,0,4815.23,4808.189005301616,4807.84,F1,True,4509462.895,-692073.4999999455,-713144.7499999455,1769025600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769026650.742,1769025600,1769026500.0,1769026500
3243645.405520194,mult1.50,0.5,4794.79,0,4794.81,4805.208810658024,4805.88,F1,True,4490339.565,-1036705.4999999728,-1057776.7499999728,1769026500|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769049951.431,1769026500,1769027400.0,1769049900
2548976.206396263,mult1.50,0.5,4821.16,0,4821.67,4820.877226757494,4820.82,F1,True,4515493.955,-79602.50000003407,-100673.75000003407,1769049900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769063546.448,1769049900,1769050800.0,1769063400
572035.3010221183,mult1.50,0.5,4938.58,0,4939.08,4940.229985599278,4940.12,F1,True,4625448.42,97395.9999999966,76324.7499999966,1769113800|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769119371.0,1769113800,1769114700.0,1769119200
866263.8486275908,mult1.50,0.5,4949.08,0,4949.48,4942.186618422598,4942.12,F1,True,4635188.02,-689263.9999999694,-710335.2499999694,1769119200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769127553.881,1769119200,1769120100.0,1769127300
168886.6847236527,mult1.50,0.5,4943.42,0,4943.99,4951.758247498227,4951.71,F1,True,4630046.635,722978.0000000239,701906.7500000239,1769127300|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769137889.899,1769127300,1769128200.0,1769137200
107861.62179099787,mult1.50,0.5,4952.41,0,4952.91,4951.758247498227,4951.71,F1,True,4638400.215,-112379.99999998296,-133451.24999998295,1769137200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769138222.188,1769137200,1769138100.0,1769138100
149067.6217910456,mult1.50,0.5,4952.83,0,4953.35,4951.758247498227,4951.62,F1,True,4638812.275,-162014.5000000443,-183085.7500000443,1769138100|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769139001.44,1769138100,1769139000.0,1769139000
160305.62179103534,mult1.50,0.5,4953.02,0,4953.47,4951.758247498227,4951.7,F1,True,4638924.655,-165760.5000000409,-186831.7500000409,1769139000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769140089.536,1769139000,1769139900.0,1769139900
209940.1217910115,mult1.50,0.5,4953.5,0,4954.0,4951.758247498227,4951.71,F1,True,4639421.0,-214458.4999999966,-235529.7499999966,1769139900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769142287.136,1769139900,1769140800.0,1769141700
289337.2841826863,mult1.50,0.5,5066.87,0,5067.37,5064.28044010483,5064.02,F1,True,4745592.005,-313727.4999999489,-334798.7499999489,1769391000|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769391912.136,1769391000,1769391900.0,1769391900
603064.7841827204,mult1.50,0.5,5070.22,0,5070.72,5064.28044010483,5064.26,F1,True,4748729.28,-604979.0000000034,-626050.2500000034,1769391900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769393142.63,1769391900,1769392800.0,1769392800
2135520.371880869,mult1.50,0.5,5059.79,0,5059.75,5078.4840497173755,5078.53,F1,True,4738455.875,-1758746.9999999763,-1779818.2499999763,1769392800|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769396499.666,1769392800,1769393700.0,1769396400
872260.7560322046,mult1.50,0.5,5069.11,0,5069.17,5078.4840497173755,5078.51,F1,True,4747277.705,-874691.0000000136,-895762.2500000136,1769396400|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769398343.169,1769396400,1769397300.0,1769398200
2736403.2894817046,mult1.50,0.5,5091.86,0,5092.45,5077.231485335491,5077.19,F1,True,4769079.425,-1429099.0000000205,-1450170.2500000205,1769398200|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769410484.493,1769398200,1769399100.0,1769409900
4362703.675924305,mult1.50,0.5,5039.54,0,5040.66,5021.339131827085,5020.97,F1,True,4720578.09,-1843968.4999999625,-1865039.7499999625,1769457600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769464216.357,1769457600,1769458500.0,1769463900
1107024.3043934656,mult1.50,0.5,5032.66,0,5033.16,5021.339131827085,5020.29,F1,True,4713554.34,-1205275.4999999898,-1226346.7499999898,1769463900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769464803.994,1769463900,1769464800.0,1769464800
4745326.8043935,mult1.50,0.5,5071.3,0,5072.01,5075.354199347068,5075.25,F1,True,4749937.365,303425.99999997957,282354.74999997957,1769464800|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769491772.255,1769464800,1769465700.0,1769490900
1107349.0628180548,mult1.50,0.5,5170.31,0,5170.81,5158.985664038249,5158.92,F1,True,4842463.565,-1113498.5000000307,-1134569.7500000307,1769544900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769547911.162,1769544900,1769545800.0,1769547600
658765.5628180581,mult1.50,0.5,5165.59,0,5166.02,5280.070103920697,5279.99,F1,True,4837977.73,10673290.499999939,10652219.249999939,1769547600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769580868.699,1769547600,1769548500.0,1769580000
1506083.8697103916,mult1.50,0.5,5512.95,0,5513.43,5497.347951204374,5497.21,F1,True,5163327.195,-1519003.0000000237,-1540074.2500000237,1769633100|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769634043.434,1769633100,1769634000.0,1769634000
3821625.359597163,mult1.50,0.5,5495.19,0,5495.26,5534.656993879005,5535.07,F1,True,5146310.99,-3728206.4999999525,-3749277.7499999525,1769634000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769640040.582,1769634000,1769634900.0,1769639400
6314855.798345678,mult1.50,0.5,5540.37,0,5540.43,5546.4095060217705,5546.19,F1,True,5188612.695,539423.9999999353,518352.7499999353,1769639400|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769660913.168,1769639400,1769640300.0,1769660100
10594932.238538522,mult1.50,0.5,5310.91,0,5309.65,5242.01138674025,5242.2,F1,True,4972487.225,6316692.499999983,6295621.249999983,1769724000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769730527.103,1769724000,1769724900.0,1769730300
1635258.8682243666,mult1.50,0.5,5225.26,0,5224.55,5068.794748849456,5069.23,F1,True,4892791.075,14545718.000000058,14524646.750000058,1769730300|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769757625.805,1769730300,1769731200.0,1769757300
13811201.708760742,mult1.50,0.5,4741.05,0,4741.16,4826.830236796499,4830.93,F1,True,4440096.34,-8406960.500000041,-8428031.750000041,1769976000|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1769980306.427,1769976000,1769976900.0,1769979600
14484786.294425894,mult1.50,0.5,4845.37,0,4845.87,4755.530587043296,4753.12,F1,True,4538157.255,-8686037.5,-8707108.75,1769979600|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1769983202.421,1769979600,1769980500.0,1769983200
14333926.008527532,mult1.50,0.5,4643.74,0,4643.27,4549.506962157215,4550.18,F1,True,4348422.355,8717878.500000013,8696807.250000013,1769983200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770005271.841,1769983200,1769984100.0,1770004800
6365062.372099485,mult1.50,0.5,4772.57,0,4772.55,4822.309625257024,4823.33,F1,True,4469493.075,-4755546.999999976,-4776618.249999976,1770074100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770080734.393,1770074100,1770075000.0,1770080400
574975.9053202891,mult1.50,0.5,4816.17,0,4816.17,4822.309625257024,4822.57,F1,True,4510343.205,-599359.9999999659,-620431.2499999659,1770080400|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770082684.115,1770080400,1770081300.0,1770082200
176963.40532028902,mult1.50,0.5,4820.42,0,4820.42,4822.309625257024,4822.75,F1,True,4514323.33,-218204.4999999932,-239275.7499999932,1770082200|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770083134.337,1770082200,1770083100.0,1770083100
1256747.905320265,mult1.50,0.5,4808.89,0,4808.89,4822.309625257024,4822.81,F1,True,4503525.485,-1303608.0000000068,-1324679.2500000068,1770083100|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770085077.048,1770083100,1770084000.0,1770084900
5526507.335793275,mult1.50,0.5,4839.38,0,4839.86,4900.578054083316,4900.4,F1,True,4532528.89,5669570.999999996,5648499.749999996,1770084900|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1770099842.799,1770084900,1770085800.0,1770099300
2135677.9859539294,mult1.50,0.5,4932.57,0,4933.19,5055.648723523551,5054.56,F1,True,4619932.435,11366300.500000075,11345229.250000075,1770148800|LONG,EXIT_STLINE,False,SuperTrend-p14x3-M15,LONG,L,0.5,1770174919.879,1770148800,1770149700.0,1770174900
3168724.545159699,mult1.50,0.5,5054.29,0,5054.29,5088.125820023061,5088.19,F1,True,4733342.585,-3174734.999999966,-3195806.249999966,1770174900|SHORT,EXIT_STLINE,False,SuperTrend-p14x3-M15,SHORT,S,0.5,1770179344.416,1770174900,1770175800.0,1770178500
